"Submission Date",Cinsiyet,"Yan haklarınız","Şirketiniz hangi lokasyon merkezli?","Şirketiniz hangi şehirde? (Eğer Türkiye ise)","Çalışma şekliniz nedir?","Şirketinizin çalışan sayısı nedir?","Hangi pozisyonda çalışıyorsunuz?","Seviyeniz nedir?",Deneyim,"Ağırlıklı olarak hangi teknolojileri / dilleri kullanıyorsunuz?","Kazancınız hangi para biriminde?","Maaş tipi","Ara zam / iyileştirme aldıysanız oranı hangi aralıkta?","Maaş / Aylık Türk Lirası cinsinden"
"Ağu 5, 2023",Erkek,"Yemek kartı
Özel günlerce dhediye çeki
Personel servisi
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası",Türkiye,"41 Kocaeli",Ofiste,1-50,"Fullstack Developer / Engineer",Mid,"12 Yıl ve üzeri","Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler
Kubernetes","Türk Lirası",Net,%21-%35,"30.001 TL - 37.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı
Spor salonu üyeliği / indirimi
Şirket telefonu
Personel servisi
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)",Türkiye,"34 İstanbul",Remote,601-1.000,"Cyber Security Engineer",Junior,"1-3 Yıl",ChatGPT,"Türk Lirası",Brüt,"%51 ve üzeri","37.001 TL - 45.000 TL"
"Ağu 5, 2023",Erkek,"İşsizlik sigortası",Türkiye,"06 Ankara",Hybrid,1-50,"Frontend Developer / Engineer",Mid,"3-5 Yıl","Cloud araçları ( AWS, Azure, GCP vs)
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları","Türk Lirası",Net,%11-%20,"11.402 TL - 15.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası",Türkiye,"34 İstanbul",Remote,51-150,"Frontend Developer / Engineer",Senior,"3-5 Yıl","Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,%11-%20,"45.001 TL - 55.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı
Şirket aracı",Türkiye,"34 İstanbul",Hybrid,1-50,"Fullstack Developer / Engineer",Mid,"3-5 Yıl","C# / .NET Framework
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Linux
Microsoft Office Araçları
Python
SQL","Türk Lirası",Net,%36-%50,"45.001 TL - 55.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı",Türkiye,"34 İstanbul",Remote,1-50,"Fullstack Developer / Engineer",Mid,"1-3 Yıl","Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,%21-%35,"20.001 TL - 25.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı
Şirket aracı",Türkiye,"34 İstanbul",Ofiste,1-50,"Fullstack Developer / Engineer",Mid,"3-5 Yıl","C# / .NET Framework
C, C++","Türk Lirası",Net,,"18.001 TL - 20.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı",Türkiye,"06 Ankara",Hybrid,301-600,"Frontend Developer / Engineer",Junior,"0-1 Yıl","ChatGPT
Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,%21-%35,"11.402 TL - 15.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı
Tamamlayıcı sağlık sigortası",Türkiye,"34 İstanbul",Remote,51-150,"Backend Developer / Engineer",Senior,"5-9 Yıl","Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
PHP
SQL","Türk Lirası",Net,,"37.001 TL - 45.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı
İşsizlik sigortası
İşçi tazminatı",Türkiye,"34 İstanbul",Ofiste,1-50,"Business Analyst",Mid,"5-9 Yıl","Adobe CC araçları
C, C++
ChatGPT
Javascript / Typescript ve bağlı framework'ler
Python
Ruby","Türk Lirası",Net,%11-%20,"18.001 TL - 20.000 TL"
"Ağu 5, 2023",Erkek,"Spor salonu üyeliği / indirimi
Şirket telefonu
Personel servisi
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası
Tıbbi izin",Türkiye,"06 Ankara",Hybrid,1.000-5.000,"Backend Developer / Engineer",Mid,"3-5 Yıl","ChatGPT
DevOps araçları
Python
SQL","Türk Lirası",Net,%21-%35,"55.001 TL - 70.000 TL"
"Ağu 5, 2023",Kadın,"Yemek kartı
Şirket telefonu
Personel servisi
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası",Türkiye,"35 İzmir",Ofiste,"10.000 ve üzeri","Network Engineer",Junior,"0-1 Yıl","C, C++
Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Kubernetes","Türk Lirası",Brüt,%21-%35,"45.001 TL - 55.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı
Tamamlayıcı sağlık sigortası
Hayat sigortası",Türkiye,"35 İzmir",Hybrid,"10.000 ve üzeri","Software Engineer",Senior,"5-9 Yıl","Java ve bağlı framework'ler
SQL","Türk Lirası",Brüt,%36-%50,"70.001 TL - 85.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı",Türkiye,"34 İstanbul",Hybrid,1.000-5.000,"Data Analyst",Junior,"0-1 Yıl","ChatGPT
Cloud araçları ( AWS, Azure, GCP vs)
Docker / containerd / Hyper-V / LXC / Podman
Linux
Python
SQL","Türk Lirası",Net,,"20.001 TL - 25.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı
Eğitim ödemeleri","Yurt dışı",,Remote,1-50,"Android Developer",Mid,"1-3 Yıl",Kotlin,Dolar,Net,,"45.001 TL - 55.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Tamamlayıcı sağlık sigortası
Hayat sigortası",Türkiye,"34 İstanbul",Remote,51-150,"Frontend Developer / Engineer",Mid,"3-5 Yıl","Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,%21-%35,"37.001 TL - 45.000 TL"
"Ağu 5, 2023",Erkek,"Employee stock options","Yurt dışı",,Remote,1.000-5.000,"Software Engineer",Mid,"5-9 Yıl","C, C++
Python",Euro,Brüt,,"130.001 TL - 160.000 TL"
"Ağu 5, 2023",Erkek,"Özel günlerce dhediye çeki
Personel servisi",Türkiye,"06 Ankara",Remote,1-50,"Backend Developer / Engineer",Senior,"9-12 Yıl","Java ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
NoSQL
SQL",Dolar,Net,%36-%50,"70.001 TL - 85.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı
Özel günlerce dhediye çeki
Tamamlayıcı sağlık sigortası
Employee stock options
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası
Emeklilik planlama hizmetleri
İşsizlik sigortası
İşçi tazminatı
Tıbbi izin",Türkiye,"35 İzmir",Hybrid,51-150,"Backend Developer / Engineer",Junior,"1-3 Yıl","C# / .NET Framework
ChatGPT
Golang
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Microsoft Office Araçları
Python
SQL","Türk Lirası",Net,%21-%35,"20.001 TL - 25.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Tamamlayıcı sağlık sigortası",Türkiye,"34 İstanbul",Remote,5.000-10.000,"Frontend Developer / Engineer",Senior,"3-5 Yıl","Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları","Türk Lirası",Net,%21-%35,"30.001 TL - 37.000 TL"
"Ağu 5, 2023",Erkek,"Tamamlayıcı sağlık sigortası",Türkiye,"06 Ankara",Ofiste,1-50,"Fullstack Developer / Engineer",Junior,"0-1 Yıl","Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler
SQL","Türk Lirası",Net,,"15.001 TL - 18.000 TL"
"Ağu 5, 2023",Erkek,"Spor salonu üyeliği / indirimi
Eğitim ödemeleri","Yurt dışı",,Hybrid,601-1.000,"Backend Developer / Engineer",Senior,"12 Yıl ve üzeri","Java ve bağlı framework'ler",Euro,Net,%5-%10,"130.001 TL - 160.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı",Türkiye,"34 İstanbul",Remote,1-50,"Backend Developer / Engineer",Senior,"9-12 Yıl","C# / .NET Framework
Docker / containerd / Hyper-V / LXC / Podman
NoSQL
SQL","Türk Lirası",Net,%5-%10,"11.402 TL - 15.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı","Yurt dışı","34 İstanbul",Ofiste,51-150,"Fullstack Developer / Engineer",Junior,"0-1 Yıl","C# / .NET Framework
Javascript / Typescript ve bağlı framework'ler
SQL","Türk Lirası",Net,,"20.001 TL - 25.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı","Yurt dışı","48 Muğla",Ofiste,1-50,DevOps,Mid,"0-1 Yıl","DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Kubernetes
Linux
No-code / Low-code Araçları",Dolar,Net,,"25.001 TL - 30.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Tamamlayıcı sağlık sigortası",Türkiye,"06 Ankara",Remote,151-300,"Frontend Developer / Engineer",Senior,"5-9 Yıl","Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,%36-%50,"55.001 TL - 70.000 TL"
"Ağu 5, 2023",Erkek,"Şirket telefonu
Tamamlayıcı sağlık sigortası",Türkiye,"07 Antalya",Ofiste,601-1.000,"Team Lead",Mid,"3-5 Yıl","C# / .NET Framework
C, C++
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Linux
SQL","Türk Lirası",Net,%21-%35,"37.001 TL - 45.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Employee stock options
Hayat sigortası
Tıbbi izin",Türkiye,"35 İzmir",Hybrid,1-50,"Backend Developer / Engineer",Mid,"3-5 Yıl","PHP
Python",Dolar,Net,%11-%20,"37.001 TL - 45.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı",Türkiye,"06 Ankara",Ofiste,,Intern,Junior,"0-1 Yıl","C# / .NET Framework","Türk Lirası",Net,,"11.402 TL ve altı"
"Ağu 5, 2023",Erkek,"Tamamlayıcı sağlık sigortası",Türkiye,"07 Antalya",Ofiste,1.000-5.000,"Fullstack Developer / Engineer",Mid,"5-9 Yıl","Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,%5-%10,"15.001 TL - 18.000 TL"
"Ağu 5, 2023",Kadın,"Yemek kartı
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)",Türkiye,"34 İstanbul",Remote,"10.000 ve üzeri","Team Lead",Senior,"3-5 Yıl","Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
SQL","Türk Lirası",Net,"%51 ve üzeri","45.001 TL - 55.000 TL"
"Ağu 5, 2023",Kadın,"Yemek kartı
Tamamlayıcı sağlık sigortası",Türkiye,"34 İstanbul",Remote,151-300,"Software Engineer",Senior,"9-12 Yıl","C# / .NET Framework
SQL","Türk Lirası",Net,%36-%50,"45.001 TL - 55.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Şirket aracı
Belirli günlerde izin(doğum günü, regl izni gibi)
İşsizlik sigortası
İşçi tazminatı",Türkiye,"35 İzmir",Ofiste,1-50,"Software Engineer",Senior,"9-12 Yıl","Adobe CC araçları
ChatGPT
DevOps araçları
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Linux
Microsoft Office Araçları
NoSQL
PHP
SQL","Türk Lirası",Net,%36-%50,"37.001 TL - 45.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)",Türkiye,"34 İstanbul",Remote,51-150,"iOS Developer",Junior,"1-3 Yıl",Swift,"Türk Lirası",Net,%21-%35,"30.001 TL - 37.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı
Personel servisi
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası",Türkiye,"34 İstanbul",Hybrid,"10.000 ve üzeri","Data Analyst",Senior,"9-12 Yıl","ChatGPT
Microsoft Office Araçları
Python
SQL","Türk Lirası",Brüt,%21-%35,"100.001 TL - 130.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı
Özel günlerce dhediye çeki
Şirket telefonu
Personel servisi
Tamamlayıcı sağlık sigortası","Yurt dışı","34 İstanbul",Hybrid,1.000-5.000,"SAP Consultant",Junior,"0-1 Yıl","Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Microsoft Office Araçları
SAP","Türk Lirası",Brüt,,"11.402 TL - 15.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Tamamlayıcı sağlık sigortası
Tıbbi izin",Türkiye,"34 İstanbul",Hybrid,1-50,"Fullstack Developer / Engineer",Mid,"1-3 Yıl","Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler
SQL","Türk Lirası",Brüt,%21-%35,"25.001 TL - 30.000 TL"
"Ağu 5, 2023",Kadın,"Yemek kartı
Yol / yakıt yardımı
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)",Türkiye,"34 İstanbul",Remote,601-1.000,"Software Engineer",Senior,"5-9 Yıl","C# / .NET Framework
Cloud araçları ( AWS, Azure, GCP vs)
Docker / containerd / Hyper-V / LXC / Podman
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Kubernetes
Linux
NoSQL
SQL","Türk Lirası",Brüt,%11-%20,"30.001 TL - 37.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı",Türkiye,"06 Ankara",Ofiste,1-50,"Fullstack Developer / Engineer",Junior,"1-3 Yıl","Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Linux
PHP
SQL","Türk Lirası",Net,%11-%20,"25.001 TL - 30.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Tamamlayıcı sağlık sigortası
Employee stock options
Hayat sigortası
Tıbbi izin","Yurt dışı",,Remote,1.000-5.000,"Data Engineer",Senior,"5-9 Yıl","Cloud araçları ( AWS, Azure, GCP vs)
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Python
SQL",Dolar,Net,,"85.001 TL - 100.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı
Özel günlerce dhediye çeki
Tamamlayıcı sağlık sigortası",Türkiye,"34 İstanbul",Remote,151-300,"Frontend Developer / Engineer",Junior,"0-1 Yıl","ChatGPT
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları","Türk Lirası",Net,"%51 ve üzeri","18.001 TL - 20.000 TL"
"Ağu 5, 2023",Kadın,"Yemek kartı
Özel günlerce dhediye çeki
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)",Türkiye,"34 İstanbul",Hybrid,151-300,"Product Owner",Mid,"3-5 Yıl","ChatGPT
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Microsoft Office Araçları
SQL","Türk Lirası",Brüt,%11-%20,"37.001 TL - 45.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Şirket telefonu",Türkiye,"06 Ankara",Hybrid,1-50,"CTO (Chief Technology Officer)",Mid,"3-5 Yıl","Adobe CC araçları
Figma / XD ve diğer tasarım araçları
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Microsoft Office Araçları
No-code / Low-code Araçları","Türk Lirası",Net,%36-%50,"18.001 TL - 20.000 TL"
"Ağu 5, 2023",Erkek,"Şirket telefonu
Tamamlayıcı sağlık sigortası",Türkiye,"16 Bursa",Hybrid,5.000-10.000,"Data Scientist",Mid,"3-5 Yıl","Cloud araçları ( AWS, Azure, GCP vs)
Python","Türk Lirası",Net,%21-%35,"37.001 TL - 45.000 TL"
"Ağu 5, 2023",Kadın,"Yemek kartı
Personel servisi",Türkiye,"34 İstanbul",Hybrid,5.000-10.000,"Data Scientist",Mid,"1-3 Yıl","ChatGPT
Microsoft Office Araçları
Python
SQL","Türk Lirası",Net,%5-%10,"20.001 TL - 25.000 TL"
"Ağu 5, 2023",Erkek,"Employee stock options
Belirli günlerde izin(doğum günü, regl izni gibi)","Yurt dışı",,Remote,1-50,"AI - ML Developer / Engineer",Senior,"9-12 Yıl","Cloud araçları ( AWS, Azure, GCP vs)
Docker / containerd / Hyper-V / LXC / Podman
Linux
Python",Dolar,Net,,"100.001 TL - 130.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı
Tamamlayıcı sağlık sigortası",Türkiye,"34 İstanbul",Hybrid,1.000-5.000,"Fullstack Developer / Engineer",Mid,"5-9 Yıl","Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,%36-%50,"55.001 TL - 70.000 TL"
"Ağu 5, 2023",Erkek,"Belirli günlerde izin(doğum günü, regl izni gibi)
Emeklilik planlama hizmetleri
İşsizlik sigortası
Tıbbi izin","Yurt dışı",,Hybrid,601-1.000,"Frontend Developer / Engineer",Mid,"3-5 Yıl","Javascript / Typescript ve bağlı framework'ler",Euro,Net,,"85.001 TL - 100.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Tamamlayıcı sağlık sigortası",Türkiye,,Remote,1.000-5.000,"Team Lead",Mid,"1-3 Yıl","Javascript / Typescript ve bağlı framework'ler
PHP","Türk Lirası",Net,%36-%50,"70.001 TL - 85.000 TL"
"Ağu 5, 2023",Erkek,"Şirket telefonu",Türkiye,"06 Ankara",Remote,1-50,"Team Lead",Mid,"3-5 Yıl","Cloud araçları ( AWS, Azure, GCP vs)
Javascript / Typescript ve bağlı framework'ler",Euro,Net,,"70.001 TL - 85.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı",Türkiye,"34 İstanbul",Hybrid,151-300,Intern,Junior,"0-1 Yıl","C# / .NET Framework
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
SQL","Türk Lirası",Net,,"11.402 TL ve altı"
"Ağu 5, 2023",Erkek,"Özel günlerce dhediye çeki
Belirli günlerde izin(doğum günü, regl izni gibi)",Türkiye,"34 İstanbul",Remote,1-50,"iOS Developer",Junior,"0-1 Yıl",Swift,"Türk Lirası",Net,%21-%35,"30.001 TL - 37.000 TL"
"Ağu 5, 2023",Erkek,"Tamamlayıcı sağlık sigortası
Employee stock options
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası
Emeklilik planlama hizmetleri
Tıbbi izin","Yurt dışı",,Hybrid,5.000-10.000,"Engineering Manager",Senior,"12 Yıl ve üzeri","Cloud araçları ( AWS, Azure, GCP vs)
Golang
Ruby",Dolar,Brüt,,"250.000 TL ve üzeri"
"Ağu 5, 2023",Erkek,"İşsizlik sigortası",Türkiye,"34 İstanbul",Remote,1-50,"Software Development Manager",Senior,"9-12 Yıl","C# / .NET Framework
Cloud araçları ( AWS, Azure, GCP vs)
Microsoft Office Araçları
No-code / Low-code Araçları
SQL","Türk Lirası",Net,,"37.001 TL - 45.000 TL"
"Ağu 5, 2023",Kadın,"Yemek kartı
Yol / yakıt yardımı
Özel günlerce dhediye çeki
Şirket telefonu
Tamamlayıcı sağlık sigortası",Türkiye,"06 Ankara",Hybrid,1.000-5.000,"Fullstack Developer / Engineer",Mid,"5-9 Yıl","DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Kubernetes
NoSQL
SQL","Türk Lirası",Net,%36-%50,"45.001 TL - 55.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Özel günlerce dhediye çeki
Tamamlayıcı sağlık sigortası",Türkiye,"06 Ankara",Hybrid,1.000-5.000,"Frontend Developer / Engineer",Senior,"12 Yıl ve üzeri","Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,%36-%50,"45.001 TL - 55.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Eğitim ödemeleri",Türkiye,"35 İzmir",Ofiste,51-150,"Frontend Developer / Engineer",Junior,"0-1 Yıl","ChatGPT
Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,%21-%35,"15.001 TL - 18.000 TL"
"Ağu 5, 2023",Erkek,"Şirket aracı",Türkiye,"34 İstanbul",Hybrid,1-50,"Fullstack Developer / Engineer",Senior,"12 Yıl ve üzeri","Javascript / Typescript ve bağlı framework'ler
NoSQL
PHP
Python
SQL","Türk Lirası",Brüt,"%51 ve üzeri","130.001 TL - 160.000 TL"
"Ağu 5, 2023",Erkek,"Şirket telefonu
Personel servisi
Tamamlayıcı sağlık sigortası",Türkiye,"34 İstanbul",Ofiste,1.000-5.000,"Software Engineer",Mid,"1-3 Yıl","C# / .NET Framework","Türk Lirası",Net,"%51 ve üzeri","55.001 TL - 70.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Şirket telefonu
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)",Türkiye,"34 İstanbul",Remote,151-300,"iOS Developer",Mid,"5-9 Yıl",Swift,"Türk Lirası",Net,%36-%50,"55.001 TL - 70.000 TL"
"Ağu 5, 2023",Erkek,"Şirket telefonu",Türkiye,"34 İstanbul",Ofiste,51-150,"Project Manager",Senior,"9-12 Yıl","C# / .NET Framework
ChatGPT","Türk Lirası",Net,%21-%35,"37.001 TL - 45.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı",Türkiye,"16 Bursa",Remote,1-50,"Data Storage Engineer",Mid,"3-5 Yıl","NoSQL
PHP","Türk Lirası",Net,%36-%50,"30.001 TL - 37.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Şirket telefonu
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası
Emeklilik planlama hizmetleri",Türkiye,"34 İstanbul",Remote,"10.000 ve üzeri","iOS Developer",Mid,"1-3 Yıl",Swift,"Türk Lirası",Net,%36-%50,"37.001 TL - 45.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Özel günlerce dhediye çeki
Şirket telefonu
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası","Yurt dışı","34 İstanbul",Hybrid,51-150,"Project Manager",Junior,"3-5 Yıl","ChatGPT
Javascript / Typescript ve bağlı framework'ler
Microsoft Office Araçları","Türk Lirası",Net,%21-%35,"30.001 TL - 37.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı
Tamamlayıcı sağlık sigortası
Employee stock options",Türkiye,"06 Ankara",Ofiste,1-50,"Software Engineer",Mid,"3-5 Yıl","Javascript / Typescript ve bağlı framework'ler",Dolar,Net,,"70.001 TL - 85.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Şirket telefonu
Personel servisi
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Tıbbi izin","Yurt dışı","35 İzmir",Ofiste,1.000-5.000,"Frontend Developer / Engineer",Mid,"1-3 Yıl","Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Brüt,%36-%50,"30.001 TL - 37.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)",Türkiye,,Remote,301-600,"Backend Developer / Engineer",Mid,"3-5 Yıl","C# / .NET Framework
DevOps araçları
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Microsoft Office Araçları
SQL","Türk Lirası",Net,%21-%35,"30.001 TL - 37.000 TL"
"Ağu 5, 2023",Erkek,"Spor salonu üyeliği / indirimi
Şirket telefonu
Personel servisi
Tamamlayıcı sağlık sigortası
Emeklilik planlama hizmetleri
Tıbbi izin",Türkiye,"06 Ankara",Hybrid,1.000-5.000,"Software Engineer",Senior,"9-12 Yıl","Adobe CC araçları
Linux
Microsoft Office Araçları
PHP
SQL","Türk Lirası",Net,"%51 ve üzeri","30.001 TL - 37.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Spor salonu üyeliği / indirimi
Özel günlerce dhediye çeki
Şirket aracı
Şirket telefonu
Personel servisi
Erzak yardımı
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Employee stock options
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası
Emeklilik planlama hizmetleri
İşsizlik sigortası
İşçi tazminatı
Tıbbi izin","Yurt dışı",,Remote,601-1.000,"Software Engineer",Senior,"12 Yıl ve üzeri","C, C++
Cloud araçları ( AWS, Azure, GCP vs)
Docker / containerd / Hyper-V / LXC / Podman
Golang
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Rust",Sterlin,Net,%21-%35,"20.001 TL - 25.000 TL"
"Ağu 5, 2023",Erkek,"Belirli günlerde izin(doğum günü, regl izni gibi)","Yurt dışı",,Remote,1-50,"CTO (Chief Technology Officer)",Senior,"12 Yıl ve üzeri","Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
SQL",Dolar,Net,,"130.001 TL - 160.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı
Özel günlerce dhediye çeki
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)",Türkiye,"34 İstanbul",Remote,51-150,"Backend Developer / Engineer",Senior,"5-9 Yıl","C# / .NET Framework
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
SQL","Türk Lirası",Net,%36-%50,"30.001 TL - 37.000 TL"
"Ağu 5, 2023",Erkek,"Tamamlayıcı sağlık sigortası","Yurt dışı",,Remote,151-300,"Frontend Developer / Engineer",Senior,"3-5 Yıl","Figma / XD ve diğer tasarım araçları
Javascript / Typescript ve bağlı framework'ler",Euro,Net,%5-%10,"85.001 TL - 100.000 TL"
"Ağu 5, 2023",Erkek,"Yemek kartı
Özel günlerce dhediye çeki
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası",Türkiye,"34 İstanbul",Remote,1.000-5.000,"Fullstack Developer / Engineer",Senior,"5-9 Yıl","Adobe CC araçları
Docker / containerd / Hyper-V / LXC / Podman
Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Kubernetes
SQL","Türk Lirası",Net,%36-%50,"45.001 TL - 55.000 TL"
"Ağu 5, 2023","Belirtmek İstemiyorum","Yemek kartı
Yol / yakıt yardımı
Personel servisi
Belirli günlerde izin(doğum günü, regl izni gibi)",Türkiye,"42 Konya",Ofiste,1-50,"Backend Developer / Engineer",Junior,"1-3 Yıl",Flutter,"Türk Lirası",Brüt,"%51 ve üzeri","18.001 TL - 20.000 TL"
